attendance,assignment_score,internal_marks,Extracurricular Activities,final_marks
92,18,26.0,Yes,40.0
84,19,30.0,Yes,39.0
76,9,14.0,No,28.0
92,10,11.0,No,33.0
61,20,30.0,No,35.0
73,12,16.0,No,54.0
99,20,30.0,No,49.0
99,10,14.0,Yes,53.0
98,16,23.0,Yes,50.0
65,15,25.0,No,53.0
65,14,18.0,Yes,31.0
62,16,23.0,No,58.0
66,17,24.0,No,55.0
67,14,24.0,Yes,41.0
74,12,17.0,No,55.0
88,18,25.0,Yes,57.0
92,17,26.0,No,44.0
89,15,21.0,Yes,50.0
98,17,24.0,No,40.0
86,17,27.0,No,58.0
95,13,14.0,Yes,40.0
88,17,24.0,No,48.0
97,13,18.0,No,45.0
92,17,29.0,Yes,39.0
96,14,22.0,Yes,28.0
86,17,25.0,Yes,54.0
92,14,21.0,No,45.0
63,17,26.0,Yes,63.0
81,12,18.0,Yes,57.0
61,15,23.0,Yes,57.0
69,18,30.0,No,52.0
64,16,23.0,Yes,53.0
69,16,24.0,No,47.0
92,20,30.0,No,53.0
97,18,29.0,Yes,41.0
72,18,26.0,No,21.0
90,17,25.0,No,52.0
95,17,22.0,No,52.0
83,20,30.0,No,32.0
74,14,18.0,No,50.0
88,18,28.0,Yes,50.0
67,16,27.0,Yes,56.0
64,14,25.0,Yes,44.0
88,15,22.0,No,30.0
63,16,23.0,Yes,40.0
71,12,18.0,No,40.0
61,18,29.0,No,44.0
86,15,22.0,No,46.0
90,15,22.0,No,43.0
95,19,30.0,Yes,49.0
95,15,23.0,No,34.0
85,20,30.0,Yes,49.0
86,13,18.0,Yes,37.0
64,12,20.0,No,43.0
79,14,21.0,Yes,27.0
70,7,10.0,Yes,54.0
69,18,23.0,Yes,42.0
99,12,20.0,No,48.0
97,13,17.0,No,37.0
65,17,26.0,No,39.0
67,15,21.0,Yes,35.0
82,14,19.0,Yes,47.0
85,9,15.0,No,51.0
71,19,29.0,No,35.0
85,17,26.0,Yes,46.0
72,20,30.0,No,43.0
99,13,23.0,No,47.0
77,11,16.0,Yes,36.0
84,18,24.0,Yes,50.0
92,14,24.0,No,42.0
99,17,23.0,No,44.0
71,20,30.0,No,68.0
95,16,23.0,No,27.0
63,16,24.0,Yes,50.0
64,16,26.0,No,49.0
96,10,13.0,No,51.0
67,18,26.0,Yes,51.0
87,19,30.0,Yes,47.0
90,17,29.0,Yes,49.0
68,10,20.0,Yes,70.0
88,15,20.0,Yes,43.0
73,19,28.0,Yes,43.0
99,13,17.0,Yes,34.0
100,19,30.0,No,37.0
81,15,23.0,No,47.0
70,17,27.0,Yes,49.0
82,14,20.0,No,44.0
60,15,24.0,No,52.0
96,16,24.0,Yes,41.0
80,12,18.0,Yes,70.0
85,16,23.0,Yes,47.0
95,7,13.0,Yes,52.0
82,13,17.0,Yes,47.0
60,17,25.0,No,39.0
99,18,30.0,No,40.0
74,16,27.0,Yes,34.0
80,11,15.0,Yes,28.0
68,18,25.0,No,54.0
68,12,19.0,No,39.0
69,17,27.0,No,44.0
85,12,20.0,Yes,60.0
100,13,17.0,Yes,57.0
94,12,21.0,No,46.0
84,15,21.0,Yes,43.0
85,14,24.0,No,43.0
70,17,22.0,Yes,67.0
97,15,20.0,Yes,47.0
61,10,18.0,No,70.0
66,16,28.0,No,32.0
77,10,15.0,Yes,45.0
86,12,17.0,No,57.0
93,14,21.0,Yes,56.0
86,14,22.0,No,51.0
76,10,16.0,No,39.0
83,19,28.0,Yes,32.0
84,20,26.0,Yes,43.0
66,20,29.0,Yes,55.0
65,18,24.0,No,62.0
83,14,23.0,No,46.0
92,14,22.0,Yes,44.0
88,14,21.0,No,47.0
81,20,29.0,Yes,47.0
85,15,26.0,Yes,57.0
87,19,30.0,Yes,41.0
80,19,29.0,Yes,44.0
66,16,23.0,Yes,50.0
76,11,19.0,No,39.0
79,15,23.0,No,36.0
100,15,21.0,Yes,59.0
79,19,27.0,No,45.0
81,15,24.0,Yes,54.0
87,11,18.0,No,52.0
99,18,28.0,No,31.0
66,14,22.0,Yes,38.0
60,7,10.0,No,46.0
91,16,23.0,Yes,43.0
72,17,26.0,No,47.0
89,12,18.0,Yes,47.0
82,14,19.0,Yes,53.0
78,17,25.0,Yes,45.0
91,16,25.0,Yes,46.0
89,10,14.0,Yes,31.0
88,19,30.0,Yes,39.0
88,20,27.0,No,39.0
89,13,18.0,Yes,41.0
75,9,12.0,No,41.0
99,17,27.0,Yes,51.0
78,13,20.0,No,63.0
77,17,24.0,Yes,32.0
60,20,26.0,Yes,43.0
73,10,13.0,No,36.0
61,13,16.0,Yes,32.0
87,14,23.0,Yes,40.0
89,19,26.0,Yes,34.0
97,20,30.0,Yes,47.0
63,16,25.0,No,43.0
60,10,17.0,Yes,42.0
67,14,20.0,No,48.0
88,13,20.0,Yes,31.0
98,17,26.0,Yes,35.0
62,16,24.0,Yes,49.0
91,12,18.0,Yes,35.0
69,12,20.0,No,25.0
69,14,22.0,Yes,61.0
78,14,21.0,Yes,48.0
93,15,22.0,Yes,55.0
92,15,21.0,No,38.0
82,19,29.0,No,31.0
87,14,21.0,No,48.0
91,13,19.0,No,34.0
66,11,14.0,Yes,55.0
88,14,20.0,Yes,47.0
67,16,23.0,No,47.0
60,10,15.0,Yes,47.0
62,14,26.0,Yes,65.0
83,18,28.0,No,52.0
82,17,28.0,Yes,43.0
67,16,23.0,No,46.0
96,17,26.0,No,36.0
62,13,22.0,No,40.0
92,13,16.0,No,58.0
87,19,28.0,No,45.0
67,17,27.0,No,53.0
93,13,19.0,Yes,36.0
94,9,12.0,Yes,53.0
91,13,18.0,Yes,43.0
83,17,26.0,No,47.0
73,13,16.0,No,46.0
91,16,24.0,No,47.0
75,19,30.0,Yes,44.0
63,15,22.0,Yes,58.0
96,16,21.0,No,30.0
80,17,24.0,No,50.0
73,12,18.0,No,38.0
90,13,17.0,No,35.0
77,17,26.0,No,66.0
66,15,23.0,Yes,35.0
69,15,25.0,No,27.0
66,15,22.0,No,55.0
92,18,27.0,No,40.0
82,16,23.0,No,58.0
80,16,23.0,Yes,22.0
78,19,30.0,No,64.0
78,20,30.0,No,54.0
95,20,30.0,No,43.0
88,13,19.0,Yes,28.0
77,20,28.0,No,32.0
61,12,17.0,Yes,38.0
60,20,30.0,No,52.0
64,13,19.0,No,36.0
79,15,19.0,No,24.0
70,15,20.0,No,47.0
61,12,17.0,No,55.0
62,15,21.0,No,67.0
82,13,17.0,No,35.0
71,11,19.0,No,36.0
64,20,30.0,Yes,30.0
96,14,20.0,Yes,34.0
97,18,27.0,Yes,36.0
89,12,22.0,Yes,40.0
68,11,15.0,No,51.0
93,16,21.0,No,50.0
94,20,30.0,Yes,40.0
81,16,26.0,Yes,45.0
83,17,28.0,Yes,31.0
76,19,28.0,Yes,39.0
69,15,22.0,No,32.0
89,15,27.0,Yes,38.0
82,16,25.0,No,64.0
91,17,25.0,No,46.0
76,11,18.0,No,39.0
76,16,23.0,Yes,50.0
73,15,23.0,Yes,41.0
68,13,20.0,No,62.0
99,15,24.0,Yes,49.0
61,12,16.0,Yes,33.0
84,10,16.0,No,58.0
98,15,20.0,No,51.0
68,18,30.0,Yes,50.0
81,14,20.0,No,53.0
63,12,15.0,Yes,52.0
85,13,25.0,Yes,50.0
88,17,24.0,No,43.0
93,20,30.0,No,54.0
82,17,22.0,Yes,43.0
96,19,28.0,No,58.0
70,12,21.0,Yes,50.0
65,15,24.0,No,47.0
77,18,24.0,Yes,51.0
80,11,15.0,No,47.0
95,13,21.0,Yes,58.0
100,18,28.0,Yes,54.0
97,16,23.0,No,46.0
76,10,13.0,Yes,54.0
96,19,26.0,Yes,49.0
97,17,27.0,Yes,32.0
71,13,19.0,No,43.0
82,18,27.0,Yes,30.0
81,12,12.0,Yes,38.0
80,20,30.0,Yes,61.0
86,16,25.0,No,28.0
90,17,21.0,No,31.0
65,13,20.0,Yes,51.0
86,15,22.0,Yes,47.0
99,15,22.0,No,42.0
71,16,26.0,Yes,58.0
66,17,30.0,No,43.0
69,17,23.0,Yes,35.0
76,17,26.0,Yes,48.0
85,11,19.0,Yes,58.0
80,20,29.0,No,42.0
87,12,21.0,Yes,39.0
61,15,23.0,Yes,45.0
60,20,27.0,No,49.0
95,20,27.0,Yes,50.0
85,17,24.0,Yes,43.0
88,13,19.0,Yes,57.0
80,15,25.0,No,36.0
70,16,24.0,No,43.0
99,16,26.0,Yes,43.0
70,11,17.0,No,30.0
95,19,29.0,Yes,49.0
98,15,22.0,Yes,46.0
99,13,21.0,No,43.0
94,14,21.0,No,50.0
93,16,23.0,Yes,43.0
83,11,17.0,No,59.0
81,18,26.0,No,50.0
64,16,23.0,No,49.0
92,20,30.0,Yes,38.0
95,15,22.0,Yes,26.0
79,12,22.0,No,53.0
78,11,18.0,Yes,26.0
94,14,19.0,Yes,42.0
76,14,19.0,No,54.0
93,13,17.0,Yes,36.0
68,15,24.0,No,40.0
85,13,18.0,Yes,31.0
61,16,19.0,Yes,36.0
68,13,16.0,No,37.0
68,17,23.0,Yes,40.0
99,14,22.0,No,46.0
76,19,28.0,Yes,47.0
60,17,27.0,Yes,59.0
84,16,22.0,Yes,40.0
99,14,20.0,No,51.0
84,10,18.0,Yes,39.0
98,19,28.0,Yes,62.0
94,13,20.0,No,46.0
62,15,21.0,No,43.0
96,16,24.0,Yes,37.0
89,14,22.0,No,54.0
97,19,30.0,No,46.0
93,11,17.0,No,47.0
71,20,29.0,No,34.0
78,17,26.0,Yes,37.0
96,14,20.0,No,27.0
76,14,21.0,Yes,40.0
69,8,13.0,Yes,40.0
71,12,20.0,Yes,32.0
75,14,19.0,No,44.0
83,16,24.0,No,42.0
78,19,26.0,Yes,38.0
67,20,29.0,Yes,36.0
90,16,26.0,No,47.0
80,16,23.0,No,37.0
76,14,21.0,Yes,61.0
82,10,13.0,No,43.0
96,13,18.0,No,54.0
75,14,18.0,Yes,34.0
65,18,28.0,No,43.0
67,17,26.0,No,35.0
84,16,25.0,Yes,49.0
77,13,20.0,No,44.0
84,9,14.0,Yes,65.0
71,9,10.0,No,41.0
74,10,13.0,Yes,27.0
85,14,17.0,No,44.0
100,18,26.0,Yes,47.0
85,18,25.0,No,39.0
91,17,25.0,No,37.0
69,13,24.0,No,33.0
75,18,29.0,Yes,50.0
66,12,21.0,No,51.0
76,18,29.0,Yes,69.0
82,10,15.0,No,43.0
85,11,16.0,No,47.0
80,20,30.0,No,43.0
81,14,21.0,No,70.0
66,13,19.0,No,51.0
73,18,30.0,No,45.0
74,19,29.0,Yes,66.0
66,14,18.0,Yes,44.0
68,16,24.0,No,70.0
67,15,23.0,No,62.0
82,7,10.0,No,45.0
88,11,16.0,No,50.0
77,18,26.0,No,46.0
90,13,16.0,Yes,53.0
89,17,22.0,No,39.0
98,16,23.0,No,66.0
94,19,28.0,Yes,38.0
77,11,14.0,Yes,48.0
98,16,22.0,Yes,49.0
76,15,22.0,No,42.0
73,13,22.0,No,32.0
90,13,21.0,No,47.0
83,16,26.0,No,47.0
94,17,23.0,No,42.0
93,15,22.0,Yes,42.0
62,15,25.0,No,47.0
96,14,17.0,No,57.0
99,14,20.0,No,57.0
85,13,20.0,Yes,50.0
82,13,16.0,No,41.0
98,17,26.0,No,42.0
74,17,29.0,No,43.0
63,11,19.0,No,40.0
88,12,18.0,Yes,34.0
81,13,21.0,Yes,37.0
84,15,19.0,Yes,51.0
72,10,16.0,No,39.0
77,12,17.0,Yes,45.0
92,11,16.0,Yes,45.0
75,16,24.0,No,50.0
61,15,23.0,No,38.0
93,12,16.0,Yes,39.0
89,14,20.0,Yes,36.0
72,13,16.0,Yes,24.0
72,20,30.0,No,39.0
77,18,29.0,No,38.0
91,13,22.0,Yes,45.0
91,15,23.0,Yes,50.0
94,18,30.0,Yes,64.0
98,13,19.0,No,46.0
88,11,14.0,No,45.0
88,10,15.0,No,65.0
75,19,28.0,Yes,32.0
69,14,22.0,No,33.0
89,16,25.0,Yes,51.0
84,13,20.0,Yes,58.0
98,11,18.0,No,59.0
79,12,17.0,Yes,27.0
64,11,18.0,No,27.0
60,18,28.0,No,44.0
89,19,29.0,Yes,52.0
62,15,22.0,Yes,41.0
73,10,12.0,No,33.0
89,16,23.0,No,32.0
63,19,28.0,No,55.0
77,18,26.0,No,56.0
96,15,20.0,No,51.0
84,14,20.0,No,44.0
60,15,22.0,No,36.0
74,19,26.0,Yes,26.0
68,17,23.0,No,30.0
74,14,17.0,Yes,25.0
83,14,22.0,Yes,42.0
63,14,23.0,No,50.0
71,12,18.0,No,46.0
96,19,28.0,No,59.0
96,13,17.0,No,47.0
65,16,20.0,No,29.0
98,13,19.0,Yes,44.0
83,14,22.0,Yes,44.0
70,15,21.0,No,50.0
72,17,28.0,No,53.0
93,14,20.0,No,50.0
84,12,20.0,No,40.0
66,15,21.0,Yes,59.0
63,13,14.0,Yes,53.0
79,14,19.0,No,53.0
88,13,16.0,No,36.0
69,20,30.0,No,27.0
93,17,24.0,Yes,48.0
85,12,15.0,Yes,68.0
100,13,22.0,Yes,44.0
62,16,24.0,No,42.0
65,15,20.0,Yes,46.0
64,18,26.0,No,69.0
64,13,24.0,Yes,42.0
82,17,26.0,No,55.0
68,8,11.0,No,41.0
94,15,24.0,No,39.0
79,13,19.0,No,59.0
94,14,20.0,Yes,34.0
77,15,21.0,Yes,52.0
76,18,29.0,Yes,42.0
83,12,18.0,No,37.0
62,8,15.0,Yes,41.0
91,12,19.0,No,22.0
94,18,30.0,Yes,34.0
97,10,16.0,Yes,46.0
72,13,19.0,No,43.0
84,18,27.0,No,36.0
68,15,26.0,No,60.0
63,18,30.0,Yes,35.0
73,9,17.0,No,59.0
96,14,19.0,Yes,46.0
93,19,25.0,Yes,42.0
70,12,16.0,Yes,46.0
100,18,27.0,No,48.0
62,14,20.0,Yes,35.0
87,16,24.0,No,36.0
88,19,28.0,No,43.0
68,16,20.0,Yes,49.0
62,13,20.0,Yes,52.0
84,17,26.0,Yes,57.0
93,13,22.0,Yes,33.0
71,16,24.0,No,49.0
68,11,18.0,No,45.0
74,15,21.0,No,40.0
99,19,29.0,No,65.0
84,14,23.0,No,49.0
64,18,28.0,No,59.0
93,15,23.0,No,55.0
83,17,27.0,No,50.0
74,16,26.0,Yes,52.0
97,16,23.0,Yes,42.0
67,17,23.0,No,66.0
64,14,19.0,No,43.0
85,13,20.0,Yes,45.0
77,10,15.0,Yes,35.0
65,14,22.0,Yes,45.0
96,18,29.0,No,43.0
72,12,14.0,Yes,56.0
87,16,23.0,Yes,51.0
64,15,23.0,Yes,57.0
72,13,22.0,Yes,44.0
76,9,13.0,Yes,42.0
99,19,30.0,No,54.0
91,17,27.0,Yes,47.0
88,20,30.0,No,21.0
62,18,27.0,Yes,40.0
99,19,28.0,Yes,23.0
93,10,16.0,Yes,37.0
99,10,15.0,Yes,55.0
86,15,25.0,Yes,42.0
72,12,20.0,No,42.0
92,13,22.0,No,43.0
65,20,28.0,No,45.0
83,19,26.0,No,42.0
78,12,19.0,No,63.0
75,8,12.0,No,28.0
99,12,19.0,No,47.0
87,13,17.0,Yes,51.0
92,14,18.0,No,36.0
100,11,17.0,Yes,51.0
72,18,25.0,Yes,38.0
84,13,21.0,No,50.0
95,17,24.0,Yes,32.0
86,15,21.0,Yes,46.0
97,18,22.0,No,67.0
66,14,23.0,Yes,36.0
64,12,19.0,No,41.0
90,13,17.0,Yes,61.0
82,13,16.0,No,57.0
69,20,29.0,Yes,62.0
91,15,24.0,No,41.0
89,15,21.0,Yes,48.0
98,18,27.0,No,50.0
90,15,24.0,Yes,37.0
77,18,25.0,Yes,34.0
95,14,20.0,No,33.0
61,14,21.0,Yes,40.0
73,12,17.0,No,32.0
72,20,28.0,Yes,38.0
88,15,24.0,Yes,35.0
71,11,18.0,No,50.0
98,16,26.0,Yes,49.0
61,13,19.0,No,39.0
91,14,17.0,Yes,42.0
72,16,24.0,Yes,51.0
86,20,28.0,Yes,41.0
100,15,18.0,Yes,39.0
76,13,19.0,No,32.0
99,13,20.0,No,58.0
90,17,29.0,Yes,29.0
93,9,11.0,Yes,42.0
83,12,19.0,No,36.0
94,16,21.0,Yes,46.0
65,10,18.0,No,41.0
78,14,20.0,Yes,46.0
89,14,20.0,Yes,37.0
66,18,26.0,No,40.0
69,14,23.0,Yes,32.0
100,19,26.0,No,35.0
91,15,22.0,No,40.0
93,20,29.0,No,47.0
87,11,21.0,No,44.0
74,20,28.0,No,59.0
89,14,16.0,No,30.0
96,19,30.0,Yes,42.0
88,19,29.0,No,22.0
63,16,24.0,Yes,38.0
79,18,25.0,No,40.0
91,19,25.0,Yes,38.0
95,11,16.0,No,49.0
63,17,25.0,No,48.0
86,16,25.0,No,33.0
76,16,22.0,Yes,43.0
71,18,25.0,Yes,30.0
81,18,26.0,No,28.0
76,13,18.0,No,49.0
69,16,26.0,Yes,34.0
60,15,24.0,Yes,39.0
81,14,20.0,Yes,47.0
85,15,24.0,No,45.0
77,16,22.0,Yes,59.0
73,13,19.0,Yes,32.0
88,18,30.0,Yes,57.0
71,19,30.0,Yes,51.0
95,13,20.0,Yes,53.0
94,19,28.0,Yes,41.0
71,13,19.0,Yes,35.0
66,18,24.0,No,46.0
88,19,28.0,Yes,35.0
70,15,23.0,No,35.0
92,13,19.0,No,47.0
65,13,19.0,Yes,56.0
74,16,23.0,No,29.0
91,20,28.0,No,58.0
70,10,13.0,Yes,33.0
82,15,22.0,No,42.0
85,15,24.0,Yes,42.0
93,14,19.0,Yes,40.0
93,15,23.0,Yes,43.0
88,13,20.0,Yes,46.0
63,19,30.0,Yes,58.0
76,19,29.0,Yes,43.0
94,15,20.0,Yes,36.0
72,15,27.0,No,34.0
100,14,23.0,Yes,48.0
98,15,23.0,No,53.0
74,20,29.0,Yes,39.0
88,15,22.0,Yes,54.0
88,12,15.0,Yes,67.0
70,14,20.0,No,58.0
91,17,26.0,No,38.0
61,13,19.0,No,55.0
73,15,26.0,No,54.0
79,16,25.0,No,46.0
81,13,21.0,No,54.0
70,10,16.0,Yes,53.0
86,12,18.0,Yes,57.0
62,12,19.0,No,51.0
76,14,17.0,No,53.0
87,15,22.0,No,35.0
88,17,23.0,No,45.0
80,11,14.0,No,38.0
75,17,28.0,Yes,57.0
96,14,19.0,Yes,31.0
79,10,12.0,Yes,23.0
65,15,23.0,Yes,31.0
78,19,28.0,Yes,43.0
64,18,28.0,Yes,25.0
62,15,26.0,Yes,26.0
60,18,28.0,Yes,52.0
97,16,21.0,No,31.0
74,18,29.0,No,55.0
93,10,15.0,Yes,32.0
94,11,17.0,Yes,24.0
84,17,22.0,Yes,35.0
83,20,30.0,No,32.0
71,16,21.0,No,32.0
77,14,22.0,Yes,44.0
74,12,17.0,No,47.0
75,14,22.0,Yes,59.0
86,19,26.0,Yes,41.0
67,14,18.0,Yes,48.0
84,18,26.0,Yes,32.0
76,17,26.0,Yes,36.0
88,20,28.0,No,58.0
67,16,24.0,Yes,59.0
74,15,24.0,Yes,61.0
86,18,24.0,Yes,44.0
66,12,18.0,Yes,32.0
62,14,22.0,No,37.0
88,10,15.0,Yes,42.0
83,11,16.0,Yes,39.0
62,20,27.0,No,46.0
79,17,26.0,Yes,53.0
74,11,17.0,Yes,35.0
84,19,29.0,Yes,64.0
89,13,24.0,Yes,46.0
73,17,25.0,No,59.0
66,17,26.0,Yes,49.0
76,20,30.0,Yes,67.0
79,13,19.0,No,33.0
95,13,18.0,Yes,40.0
68,7,11.0,Yes,40.0
97,15,21.0,No,47.0
81,17,28.0,Yes,46.0
61,18,28.0,No,49.0
83,19,27.0,Yes,46.0
67,16,22.0,No,51.0
70,17,26.0,Yes,40.0
72,15,23.0,Yes,50.0
76,17,23.0,No,70.0
67,12,20.0,Yes,45.0
80,11,18.0,No,31.0
77,13,20.0,No,39.0
89,16,26.0,No,40.0
77,11,15.0,No,36.0
90,13,18.0,Yes,46.0
97,13,19.0,No,53.0
91,17,24.0,Yes,32.0
70,17,27.0,Yes,28.0
84,15,24.0,No,70.0
92,16,23.0,No,36.0
97,16,22.0,Yes,59.0
100,14,23.0,No,53.0
67,13,18.0,Yes,39.0
70,20,29.0,No,37.0
81,8,10.0,Yes,39.0
83,13,18.0,Yes,41.0
100,14,18.0,No,51.0
76,17,28.0,Yes,31.0
71,18,29.0,Yes,58.0
91,20,28.0,No,39.0
74,15,23.0,No,30.0
75,15,20.0,No,47.0
81,16,25.0,No,69.0
87,13,18.0,No,37.0
79,11,19.0,Yes,46.0
92,15,24.0,Yes,46.0
69,17,25.0,No,64.0
99,14,20.0,Yes,36.0
91,16,24.0,Yes,54.0
92,9,12.0,Yes,31.0
61,15,25.0,Yes,47.0
92,14,22.0,Yes,52.0
92,11,18.0,No,55.0
100,17,21.0,No,31.0
72,20,30.0,Yes,25.0
89,18,27.0,Yes,43.0
92,18,27.0,No,39.0
72,17,26.0,No,31.0
85,17,25.0,No,32.0
81,10,20.0,No,40.0
98,15,23.0,Yes,62.0
61,17,26.0,No,33.0
97,17,27.0,No,54.0
98,19,27.0,Yes,30.0
85,12,15.0,No,37.0
74,17,27.0,No,30.0
93,12,17.0,No,67.0
99,14,24.0,No,55.0
70,15,25.0,No,52.0
62,18,22.0,Yes,52.0
65,17,26.0,Yes,37.0
68,15,25.0,Yes,45.0
65,9,10.0,Yes,35.0
68,16,25.0,Yes,70.0
98,14,22.0,No,34.0
90,19,28.0,No,36.0
91,18,27.0,No,61.0
100,12,20.0,No,44.0
71,17,23.0,No,51.0
67,17,27.0,No,44.0
67,17,26.0,No,38.0
87,16,27.0,No,38.0
79,17,24.0,No,54.0
66,20,30.0,No,47.0
70,13,17.0,No,57.0
79,12,17.0,No,57.0
75,17,23.0,No,51.0
63,9,15.0,Yes,55.0
65,17,24.0,No,50.0
81,16,26.0,Yes,49.0
62,13,19.0,No,28.0
100,20,30.0,No,39.0
73,11,15.0,Yes,59.0
70,16,26.0,Yes,48.0
77,12,19.0,No,41.0
71,13,17.0,No,57.0
82,20,30.0,No,41.0
71,15,26.0,No,52.0
72,17,25.0,Yes,58.0
84,15,21.0,Yes,51.0
78,10,16.0,No,56.0
95,11,16.0,Yes,50.0
67,19,26.0,Yes,26.0
88,15,22.0,No,58.0
91,13,19.0,No,53.0
77,15,22.0,No,42.0
65,17,21.0,Yes,39.0
77,16,25.0,No,46.0
78,13,16.0,Yes,33.0
81,10,16.0,No,54.0
96,14,23.0,No,43.0
91,18,23.0,Yes,36.0
100,18,30.0,Yes,52.0
62,16,24.0,Yes,50.0
87,14,23.0,Yes,53.0
69,13,21.0,Yes,32.0
94,15,20.0,Yes,52.0
88,17,24.0,No,63.0
74,18,30.0,Yes,45.0
92,14,19.0,Yes,44.0
66,20,30.0,No,31.0
71,15,21.0,Yes,46.0
89,14,19.0,Yes,35.0
80,19,28.0,No,57.0
90,9,18.0,No,69.0
83,16,26.0,No,70.0
79,15,20.0,Yes,36.0
96,19,29.0,No,38.0
63,17,22.0,Yes,51.0
87,15,18.0,No,43.0
79,17,26.0,Yes,45.0
83,12,19.0,No,70.0
91,18,30.0,No,34.0
100,11,17.0,No,48.0
95,16,24.0,Yes,49.0
93,15,22.0,Yes,56.0
95,10,16.0,No,36.0
61,15,20.0,No,60.0
74,16,23.0,No,48.0
93,13,17.0,No,37.0
95,12,17.0,Yes,43.0
65,16,23.0,No,55.0
98,16,22.0,No,66.0
71,16,23.0,Yes,41.0
62,15,23.0,Yes,66.0
77,13,22.0,No,57.0
99,20,30.0,No,40.0
80,14,20.0,Yes,51.0
74,12,19.0,Yes,54.0
92,15,23.0,No,43.0
94,14,21.0,Yes,39.0
85,14,21.0,Yes,44.0
67,20,30.0,No,41.0
95,12,18.0,No,48.0
89,15,21.0,Yes,67.0
82,12,16.0,No,50.0
73,13,21.0,No,63.0
73,20,28.0,No,51.0
61,16,27.0,No,70.0
96,16,20.0,No,37.0
64,12,20.0,Yes,24.0
97,14,23.0,Yes,48.0
100,20,29.0,No,49.0
73,16,22.0,No,61.0
98,14,23.0,No,64.0
84,16,28.0,Yes,29.0
79,16,23.0,Yes,43.0
61,12,19.0,Yes,46.0
98,14,23.0,Yes,33.0
65,20,30.0,No,44.0
76,16,24.0,No,56.0
84,10,14.0,Yes,57.0
87,17,26.0,Yes,49.0
61,19,24.0,No,62.0
94,12,21.0,No,48.0
96,14,18.0,No,58.0
64,19,27.0,No,37.0
60,15,22.0,No,37.0
99,15,21.0,Yes,66.0
71,11,14.0,No,40.0
95,18,30.0,Yes,55.0
82,14,25.0,Yes,40.0
90,8,15.0,No,49.0
70,10,17.0,Yes,44.0
69,13,24.0,Yes,52.0
62,12,17.0,No,52.0
73,12,17.0,Yes,38.0
75,20,30.0,No,52.0
69,17,28.0,No,34.0
88,7,12.0,Yes,62.0
69,14,24.0,No,49.0
89,11,14.0,Yes,32.0
100,17,24.0,No,52.0
60,9,16.0,Yes,55.0
64,18,26.0,Yes,41.0
79,19,29.0,No,47.0
67,20,30.0,Yes,52.0
71,10,19.0,No,58.0
60,11,18.0,Yes,54.0
79,17,27.0,No,39.0
87,19,29.0,No,59.0
96,17,24.0,Yes,23.0
96,18,27.0,Yes,42.0
71,19,30.0,No,51.0
96,16,25.0,No,33.0
87,14,20.0,Yes,46.0
74,11,16.0,No,51.0
65,14,24.0,No,37.0
79,15,21.0,Yes,47.0
73,12,18.0,Yes,33.0
61,15,20.0,No,55.0
68,12,17.0,Yes,50.0
96,18,28.0,Yes,52.0
79,16,23.0,No,44.0
85,14,21.0,Yes,28.0
88,16,22.0,Yes,44.0
60,12,17.0,No,62.0
94,12,22.0,Yes,55.0
65,13,19.0,No,62.0
96,14,22.0,Yes,46.0
64,15,21.0,Yes,38.0
92,15,23.0,No,51.0
73,11,16.0,Yes,43.0
71,15,25.0,Yes,39.0
79,13,22.0,Yes,28.0
83,5,10.0,Yes,48.0
93,20,30.0,Yes,54.0
84,13,24.0,Yes,33.0
88,13,21.0,No,60.0
98,11,14.0,Yes,47.0
90,12,21.0,Yes,46.0
82,14,21.0,No,33.0
97,19,30.0,No,50.0
79,14,19.0,No,33.0
82,14,21.0,Yes,35.0
75,19,30.0,No,28.0
67,13,20.0,No,70.0
80,15,22.0,Yes,45.0
60,12,13.0,No,39.0
67,20,29.0,Yes,45.0
88,18,25.0,Yes,40.0
91,15,19.0,Yes,43.0
97,14,20.0,Yes,49.0
64,15,26.0,Yes,41.0
81,15,25.0,No,46.0
93,10,13.0,Yes,68.0
60,18,26.0,No,27.0
85,14,20.0,Yes,34.0
69,20,30.0,No,50.0
89,16,25.0,Yes,59.0
76,11,15.0,Yes,49.0
85,9,16.0,No,33.0
67,11,20.0,No,60.0
99,10,13.0,No,46.0
71,16,24.0,Yes,46.0
86,14,21.0,Yes,26.0
67,17,25.0,No,57.0
84,15,25.0,Yes,36.0
63,14,21.0,No,51.0
92,20,30.0,Yes,46.0
60,16,26.0,No,47.0
78,15,21.0,No,46.0
90,12,18.0,Yes,37.0
75,11,15.0,No,37.0
73,17,25.0,Yes,54.0
64,17,27.0,Yes,45.0
100,20,30.0,Yes,38.0
85,16,28.0,No,40.0
87,14,19.0,No,52.0
61,17,25.0,No,38.0
65,15,21.0,Yes,61.0
68,18,26.0,Yes,43.0
92,19,29.0,No,42.0
100,14,20.0,Yes,51.0
84,20,30.0,Yes,42.0
72,19,30.0,No,49.0
68,15,18.0,No,44.0
72,17,28.0,Yes,28.0
90,16,29.0,Yes,34.0
100,15,23.0,No,48.0
70,20,29.0,No,40.0
63,17,24.0,Yes,66.0
93,12,17.0,Yes,37.0
97,12,19.0,Yes,32.0
63,12,17.0,No,45.0
97,16,24.0,Yes,48.0
78,14,19.0,Yes,54.0
65,16,23.0,Yes,20.0
93,18,26.0,Yes,60.0
77,20,30.0,Yes,32.0
72,14,18.0,Yes,56.0
